"airline_id","name","aircraft_type","time","ln_fuel","ln_number_of_flights","ln_airborne_hours","ln_distance","ln_payload","ln_average_fuel_price","ln_fuel_price_t_minus_1","ln_fuel_price_t_minus_2","ln_fuel_price_t_minus_3","ln_fuel_price_t_minus_4","ln_fuel_price_t_minus_5","ln_fuel_price_t_minus_6","ln_fuel_price_t_minus_7","ln_fuel_price_t_minus_8","quater"
20368,"G4","B757-200",7,6.21985431294214,4.99721227376411,-0.867500567704723,9.79277943055171,15.6754269938526,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,3
20368,"G4","B757-200",8,6.53405043162171,5.28826703069454,-0.527632742082372,10.3407096922575,15.966481750783,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,4
20368,"G4","B757-200",9,6.64842740002688,5.37063802812766,-0.415515443961666,10.584283773037,16.0559010473652,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,1
20368,"G4","B757-200",10,6.71352711908162,5.53733426701854,-0.342490308946776,10.4252827894907,16.2182667247246,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,2
20368,"G4","B757-200",11,7.52598492901516,6.19236248947487,0.405465108108164,10.9722074833392,16.896034246214,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,3
20368,"G4","B757-200",12,7.74391996637701,6.22851100359118,0.662687973075237,11.6221026877262,16.9091405697947,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,4
20368,"G4","B757-200",13,8.12629644748347,6.46614472423762,1.03318448334565,12.0638694757828,17.1453623025559,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,1
20368,"G4","B757-200",14,8.18471178084472,6.49072353450251,1.08856195281461,12.1326736527604,17.1563916036184,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,2
20368,"G4","B757-200",15,8.12170910675952,6.56103066589657,1.01523067972906,11.9548896371847,17.24121191654,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,3
20368,"G4","B757-200",16,7.87492161802468,6.37331978957701,0.65232518603969,11.859842959453,17.0531845842932,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,4
20368,"G4","B757-200",17,8.0424583877946,6.57786135772105,0.488580014818671,11.9638800578988,17.2561081238533,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,1
20368,"G4","B757-200",18,7.94136671743283,6.53958595561767,0.587786664902119,11.77350351973,17.2178006757062,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,2
20368,"G4","B757-200",19,8.02024746137762,6.45519856334012,0.570979546585738,11.8291949942739,17.1334132834286,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,3
20368,"G4","B757-200",20,7.75736760179081,6.24416690066374,0.732367893713227,11.6124721128035,16.9223816207522,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,4
20368,"G4","B757-200",21,7.83222447585217,6.37672694789863,0.741937344729377,11.6337881979313,17.0549416679871,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,1
20368,"G4","B757-200",22,7.94410201691272,6.41999492814714,0.845868267577609,11.3978175978575,17.0982096482356,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,2
20368,"G4","B757-200",23,8.0638783268167,6.52356230614951,0.932164081030445,11.4871049665557,17.201777026238,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,3
20368,"G4","B757-200",24,7.84689497374901,6.38012253689976,0.732367893713227,11.9047445549111,17.0583372569883,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,4
20368,"G4","B757-200",25,7.7526617107534,6.27664348934165,0.636576829071551,11.6167718348877,16.9548582094301,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,1
20368,"G4","B757-200",26,7.93719968084901,6.361302477573,0.802001585472027,11.5390706805584,17.0395171976615,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,2
20368,"G4","B757-200",27,7.91471269904853,6.3456363608286,0.751416088683921,11.5887747772537,17.0238510809171,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,3
20368,"G4","B757-200",28,7.48887532684788,6.10031895202006,0.371563556432483,11.8364788977501,16.7785336721086,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,4
20368,"G4","B757-200",29,7.40689893347418,6.0088131854426,0.300104592450338,11.4004284337431,16.6870279055311,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,1
20368,"G4","B757-200",30,7.20976176538873,5.79605775076537,0.0861776962410524,11.4062752290918,16.4742724708539,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,2
20368,"G4","B757-200",31,7.01720143702492,5.61677109766657,-0.150822889734584,10.9435698990138,16.2949858177551,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,3
20368,"G4","B757-200",32,5.92072014258222,4.57471097850338,-1.20397280432594,9.86016242779775,15.2529256985919,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,4
20370,"KA","B767-300",28,6.8772651431841,5.57215403217776,-0.544727175441672,9.90638335564815,17.4905446052562,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,4
20370,"KA","B767-300",29,6.88309366591128,5.90536184805457,-0.562118918153541,9.85597656986508,17.823752421133,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,1
20370,"KA","B767-300",30,6.97169674691891,5.95324333428778,-0.510825623765991,9.96382978154229,17.8716339073662,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,2
20370,"KA","B767-300",31,7.21214696499687,6.20657592672493,-0.301105092783922,10.3497746551646,18.1423415571702,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,3
20370,"KA","B767-300",32,7.78370306823902,6.63856778916652,0.570979546585738,10.8022251251627,18.633919403381,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,4
20370,"KA","B767-300",33,7.61331016461608,6.55677835615804,0.173953307123438,10.6510755687743,18.5521299703726,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,1
20370,"KA","B767-300",34,7.8242419916508,6.88141130364254,0.364643113587909,10.7559861513225,18.8767629178571,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,2
20370,"KA","B767-300",35,7.92685888402715,7.00033446027523,0.438254930931155,10.7498921569461,18.9956860744898,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,3
20370,"KA","B767-300",36,7.91994510812377,6.90073066404517,0.553885113226438,11.1150862060215,18.8960822782597,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,4
20370,"KA","B767-300",38,8.29109026546937,7.3178761986265,0.841567185678219,11.2379884942268,19.313227812841,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,2
20370,"KA","B767-300",39,8.17709157656255,7.21229446850034,0.708035793053696,11.1033469082205,19.2076460827149,0.493950568593615,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,3
20370,"KA","B767-300",40,8.26725124941642,7.1785454837637,0.810930216216329,11.3663262012958,19.1738970979782,0.49284716372565,0.493950568593615,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,4
20377,"X9","B757-200",1,6.92722451737708,5.01063529409626,-0.210721031315653,10.0649684434582,15.8696342916598,0.717291896079232,NA,NA,NA,NA,NA,NA,NA,NA,1
20377,"X9","B757-200",2,6.8452413735929,4.91265488573605,-0.3147107448397,9.89419450562453,15.7716538832996,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,NA,NA,2
20377,"X9","B757-200",3,6.87210737573561,4.9272536851572,-0.287682072451781,10.0174856565895,15.7862526827208,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,NA,3
20377,"X9","B757-200",4,6.85493450279855,4.90527477843843,-0.301105092783922,9.77069874127266,15.764273776002,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,4
20377,"X9","B757-200",5,6.83094982574158,4.90527477843843,-0.3147107448397,9.9335801928433,15.764273776002,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,1
20377,"X9","B757-200",6,6.81599080572431,4.88280192258637,-0.328504066972036,9.75834616686646,15.7418009201499,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,2
20377,"X9","B757-200",7,6.86821371436153,4.93447393313069,-0.287682072451781,10.0051412062626,15.7934729306943,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,3
20377,"X9","B757-200",8,4.93252959809263,3.09104245335832,-2.20727491318972,9.03943341999748,13.9500414509219,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,4
20377,"X9","B757-200",10,4.80590451578917,3.52636052461616,-2.52572864430826,8.38708450606922,14.3853595221797,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,2
20377,"X9","B757-200",11,3.01012815383772,1.6094379124341,-3.91202300542815,9.01821087419114,12.4684369099977,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,3
20377,"X9","B757-200",12,1.9823798288367,0,-4.60517018598809,7.64300363556072,10.8589989975636,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,4
20377,"X9","B767-300",1,3.11440380327149,1.79175946922805,-4.60517018598809,8.50410795186758,13.2213033252592,0.717291896079232,NA,NA,NA,NA,NA,NA,NA,NA,1
20377,"X9","B767-300",2,4.27485893148035,2.19722457733622,-3.2188758248682,9.13053930177263,13.6267684333674,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,NA,NA,2
20377,"X9","B767-300",3,2.17928687664955,1.09861228866811,-4.60517018598809,8.49617382419216,12.5281561446993,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,NA,3
20377,"X9","B767-300",4,2.40152504084895,1.79175946922805,-4.60517018598809,8.7645219095188,13.210374254727,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,NA,4
20377,"X9","B767-300",5,3.62033291157883,1.94591014905531,-3.91202300542815,9.27453508401818,13.3637396969796,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,NA,1
20377,"X9","B767-300",7,3.47661402094691,1.79175946922805,-3.91202300542815,8.47824444127766,13.210374254727,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,3
20377,"X9","B767-300",8,2.46725171454928,1.6094379124341,-4.60517018598809,8.48363640788739,13.0324386698763,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,4
20377,"X9","B767-300",9,2.94654202936322,1.38629436111989,-4.60517018598809,8.27129265297941,12.7993994908079,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,1
20377,"X9","B767-300",10,2.74470351875025,2.89037175789616,-4.60517018598809,9.44383021534454,14.3071533623135,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,2
20377,"X9","B767-300",11,3.68084728241667,2.99573227355399,-3.91202300542815,9.28312604170183,14.4096657893173,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,3
20377,"X9","B767-300",12,3.39383702725586,3.17805383034795,-3.91202300542815,10.1557237780536,14.5946060506606,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,4
20377,"X9","B767-300",13,3.14802408389625,2.56494935746154,-4.60517018598809,9.88786617163317,13.9856751844876,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,1
20377,"X9","B767-300",14,4.64889994884942,2.77258872223978,-2.81341071676004,9.80526814502967,14.1929190682899,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,2
20377,"X9","B767-300",15,4.76601271110492,3.40119738166216,-2.65926003693278,10.5073935993181,14.8154068736932,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,3
20377,"X9","B767-300",16,5.01615337478016,3.3322045101752,-2.52572864430826,10.5677979201575,14.7453096398632,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,4
20377,"X9","B767-300",17,5.64851638688443,3.73766961828337,-1.77195684193187,10.7015801626176,15.1511693031156,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,1.05112430659447,1
20377,"X9","B767-300",18,5.1395560741631,3.04452243772342,-2.30258509299405,10.1131405136678,14.457452335011,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,0.973839797369157,2
20377,"X9","B767-300",19,4.43994170662031,2.77258872223978,-3.2188758248682,9.8053233037489,14.1867292273439,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,1.01352474671437,3
20377,"X9","B767-300",20,5.17936489737074,3.29583686600433,-2.30258509299405,10.5122199819537,14.7121678082363,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,0.989571984970873,4
20377,"X9","B767-300",21,5.45651698122158,2.83321334405622,-1.96611285637283,9.77616541396078,14.237070775415,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,1.01395182198426,1
20377,"X9","B767-300",22,5.71883527728249,2.56494935746154,-1.71479842809193,9.00834657938471,13.9708462496732,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,0.903489432466001,2
20377,"X9","B767-300",23,4.67133238824176,5.31811999384422,-2.81341071676004,12.5863430150038,16.7351783543485,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,0.96354420793294,3
20377,"X9","B767-300",24,4.83810563976477,2.63905732961526,-2.65926003693278,9.86016242779775,14.0518695987443,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,0.950822174843702,4
20377,"X9","B767-300",25,4.94591897937657,3.04452243772342,-2.52572864430826,10.4215668050134,14.4566304906482,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,0.952675354823606,1
20377,"X9","B767-300",26,5.32154549266724,3.2188758248682,-2.20727491318972,10.1902441969114,14.6303123809407,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,0.926240728177847,2
20377,"X9","B767-300",27,5.37393491300663,3.36729582998647,-2.12026353620009,10.405383424481,14.7782336289026,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,0.896905258936306,3
20377,"X9","B767-300",28,5.35978868863614,2.70805020110221,-2.12026353620009,9.44383021534454,14.172225801091,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,0.676828487715934,4
20377,"X9","B767-300",29,5.48508734774789,2.39789527279837,-1.96611285637283,9.96114306502429,13.8645673532511,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,0.418841526963208,1
20377,"X9","B767-300",30,5.30260814796519,3.13549421592915,-2.20727491318972,10.0319247417114,14.5400939036304,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,0.484861387439724,2
20377,"X9","B767-300",31,4.69308948402597,3.17805383034795,-2.81341071676004,10.0789523218669,14.8930595650454,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,0.291972160174198,3
20377,"X9","B767-300",32,4.33060175268169,3.17805383034795,-3.2188758248682,10.3630619862913,14.5749214893469,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,0.182849672096688,4
20377,"X9","B767-300",33,4.73760097316858,3.17805383034795,-2.81341071676004,10.4882139841416,14.5721577518492,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,-0.0447740624623407,1
20377,"X9","B767-300",34,5.01243367603764,3.66356164612965,-2.52572864430826,11.0007489291333,15.0551822078651,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,0.193015092343582,2
20377,"X9","B767-300",35,4.74005066818191,3.17805383034795,-2.81341071676004,9.06554578707295,14.5787508045751,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,0.202755669897184,3
20377,"X9","B767-300",36,5.65749417820409,4.17438726989564,-1.83258146374831,11.3874756142528,15.5723413965274,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,0.301464650502763,4
20377,"X9","B767-300",37,4.42340847245265,2.56494935746154,-2.99573227355399,9.97576170140615,13.9671495146256,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,0.333446817998576,1
20377,"X9","B767-300",38,5.24137657608523,3.17805383034795,-2.20727491318972,10.1557626303566,14.5642750209866,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,0.260024435183627,2
20377,"X9","B767-300",39,5.19390084962761,2.70805020110221,-2.30258509299405,9.24831030322781,14.5757409878428,0.493950568593615,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,0.379957079720152,3
20377,"X9","B767-300",40,5.49688129888786,3.49650756146648,-1.96611285637283,10.7267854175611,14.975359046103,0.49284716372565,0.493950568593615,0.516204713554645,0.500863029168742,0.539668272798629,0.620129862781127,0.60497917219141,0.523338290186147,0.458487423145621,4
20377,"X9","B777",6,4.4675160206893,2.39789527279837,-3.50655789731998,9.65860950907591,15.0582231906061,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,0.738457396236558,0.717291896079232,NA,NA,NA,2
20377,"X9","B777",11,2.78747733473353,1.79175946922805,-4.60517018598809,8.75809807230909,14.4520873870358,1.01352474671437,0.973839797369157,1.05112430659447,0.991318187004308,1.00768125009667,1.04255379922439,0.990070676955477,0.821105647125776,0.71606801724612,3
